Region of Incident,IncidentYear,Month,Total Number of Dead and Missing,CauseDeath,Country of Incident,MigrationRoute,Longitude,Latitude,Main ID,Incident ID,Incident Type,Number of Females,Number of Males,Number of Children,Country of Origin,LocationIncident
Northern Africa,2016,June,2,Violence,Egypt,Sahara Desert crossing,22.3901546,31.5512116,2016.MMP00546,2016.MMP00546,Incident,,,,Unknown,"Abusanbal (Abu Simbel), Egypt"
Northern Africa,2016,June,3,Mixed or unknown,Sudan,Sahara Desert crossing,20.6703654,32.6344983,2016.MMP00547,2016.MMP00547,Incident,,,,Unknown,"Atbara and Abu Hammad, Sudan and Egypt"
Northern Africa,2016,June,1,Mixed or unknown,Sudan,Sahara Desert crossing,19.5252595,33.2973288,2016.MMP00548,2016.MMP00548,Incident,,,,Unknown,"Abu Hamad, Sudan"
Northern Africa,2016,June,1,Violence,Sudan,Sahara Desert crossing,17.1432961,34.6715643,2016.MMP00553,2016.MMP00553,Incident,,,,Unknown,"Near Al Hajer, Sudan"
Northern Africa,2016,June,2,Mixed or unknown,Egypt,Sahara Desert crossing,30.5433725,31.5777529,2016.MMP00557,2016.MMP00557,Incident,,,,Unknown,"In small village around Abou Hammad, Egypt"
Northern Africa,2016,June,2,Mixed or unknown,Egypt,Sahara Desert crossing,22.4472902,31.4903772,2016.MMP00558,2016.MMP00558,Incident,,,,Unknown,"Sahara Desert near to Abu Simbel, Egypt"
Northern Africa,2016,June,3,Vehicle accident / death linked to hazardous transport,Sudan,Sahara Desert crossing,15.5015341,32.5025561,2016.MMP00559,2016.MMP00559,Incident,,,,Unknown,"Khartoum, Sudan"
Northern Africa,2016,June,3,Vehicle accident / death linked to hazardous transport,Sudan,Sahara Desert crossing,17.6922271,33.9762492,2016.MMP00560,2016.MMP00560,Incident,,,,Unknown,"Atbara, Sudan"
Northern Africa,2016,June,1,Sickness / lack of access to adequate healthcare,Sudan,Sahara Desert crossing,15.5001341,32.5144024,2016.MMP00569,2016.MMP00569,Incident,,,,Unknown,"Sahara Desert, north of Khartoum, Sudan"
Northern Africa,2016,June,11,Mixed or unknown,Egypt,Sahara Desert crossing,23.1372709,32.0223484,2016.MMP00570,2016.MMP00570,Incident,,,,Unknown,"Mountain cave near Aswan, Egypt"
Northern Africa,2016,June,4,Mixed or unknown,Egypt,Sahara Desert crossing,23.1372709,32.0223484,2016.MMP00572,2016.MMP00572,Incident,,,,Unknown,"Mountain cave near Aswan, Egypt"
Northern Africa,2016,June,6,Mixed or unknown,Egypt,Sahara Desert crossing,24.138269,33.026759,2016.MMP00576,2016.MMP00576,Incident,,,,Unknown,"Sahara desert near small village, Aswan, Egypt"
Northern Africa,2016,June,1,Vehicle accident / death linked to hazardous transport,Egypt,Sahara Desert crossing,24.138269,33.026759,2016.MMP00581,2016.MMP00581,Incident,,,,Unknown,"Sahara Desert in Aswan, Egypt"
Northern Africa,2016,June,3,Mixed or unknown,Sudan,Sahara Desert crossing,17.6922271,33.9762492,2016.MMP00582,2016.MMP00582,Incident,,,,Unknown,"Near Atbara, Sudan"
Northern Africa,2016,June,2,Vehicle accident / death linked to hazardous transport,Sudan,Sahara Desert crossing,18.008686,33.9948098,2016.MMP00583,2016.MMP00583,Incident,,,,Unknown,"Sahara desert, close to Berber, Sudan"
Northern Africa,2016,June,1,"Harsh environmental conditions / lack of adequate shelter, food, water",Egypt,Sahara Desert crossing,23.459686,30.6654494,2016.MMP00584,2016.MMP00584,Incident,,,,Unknown,"Desert near Aswan, Egypt"
Northern Africa,2016,June,5,Mixed or unknown,Sudan,Sahara Desert crossing,19.4022552,27.9053789,2016.MMP00585,2016.MMP00585,Incident,,,,Unknown,"Shemaliya Province, Sudan"
Northern Africa,2016,June,9,Mixed or unknown,Egypt,Sahara Desert crossing,21.53537,32.95897,2016.MMP00586,2016.MMP00586,Incident,,,,Unknown,"Sahara desert, near to small village between Abu Hamad and Aswan, Egypt"
Northern Africa,2016,June,3,Violence,Libya,Sahara Desert crossing,27.0663171,14.3336145,2016.MMP00607,2016.MMP00607,Incident,,,,Unknown,"Unspecified location, Libya"
Northern Africa,2016,June,1,Violence,Libya,Sahara Desert crossing,27.0663171,14.3336145,2016.MMP00610,2016.MMP00610,Incident,,,,Unknown,"Unspecified location, Libya"
Northern Africa,2016,June,2,"Harsh environmental conditions / lack of adequate shelter, food, water",Libya,Sahara Desert crossing,27.0663171,14.3336145,2016.MMP00611,2016.MMP00611,Incident,,,,Unknown,"Unspecified location, Libya"
Northern Africa,2016,June,1,Vehicle accident / death linked to hazardous transport,Libya,Sahara Desert crossing,27.0663171,14.3336145,2016.MMP00612,2016.MMP00612,Incident,,,,Unknown,"Unspecified location, Libya"
Northern Africa,2016,June,2,Violence,Libya,Sahara Desert crossing,27.0663171,14.3336145,2016.MMP00614,2016.MMP00614,Incident,,,,Unknown,"Unspecified location, Libya"
Northern Africa,2016,June,3,Violence,Sudan,Sahara Desert crossing,19.52626236,27.405136,2016.MMP00615,2016.MMP00615,Incident,,,,Unknown,"Sahara Desert, between Khartoum, Sudan and Tripoli, Libya"
Northern Africa,2016,July,2,"Harsh environmental conditions / lack of adequate shelter, food, water",Sudan,Sahara Desert crossing,15.5001341,32.5144024,2016.MMP00625,2016.MMP00625,Incident,,,,Unknown,"Sahara Desert, north of Khartoum, Sudan"
Northern Africa,2016,July,1,Sickness / lack of access to adequate healthcare,Egypt,Sahara Desert crossing,24.138269,33.026759,2016.MMP00634,2016.MMP00634,Incident,,,,Unknown,"Train tracks near Aswan, Egypt"
Northern Africa,2016,July,2,Vehicle accident / death linked to hazardous transport,Sudan,Sahara Desert crossing,18.008686,33.9948098,2016.MMP00635,2016.MMP00635,Incident,,,,Unknown,"Sahara Desert, north of Berber, Sudan"
Northern Africa,2016,July,4,Mixed or unknown,Sudan,Sahara Desert crossing,15.6424713,32.3154026,2016.MMP00640,2016.MMP00640,Incident,,,,Unknown,"Omdurman, Sudan"
Northern Africa,2016,July,2,Vehicle accident / death linked to hazardous transport,Sudan,Sahara Desert crossing,17.6922271,33.9762492,2016.MMP00641,2016.MMP00641,Incident,,,,Unknown,"Atbara, Sudan"
Northern Africa,2016,July,3,Mixed or unknown,Sudan,Sahara Desert crossing,15.5001341,32.5144024,2016.MMP00642,2016.MMP00642,Incident,,,,Unknown,"Sahara Desert, north of Khartoum, Sudan"
Northern Africa,2016,July,5,Mixed or unknown,Sudan,Sahara Desert crossing,21.9188333,31.0223665,2016.MMP00657,2016.MMP00657,Incident,,,,Unknown,"Sahara Desert near to small village between Adbara, Sudan and Aswan, Egypt"
Northern Africa,2016,July,1,Mixed or unknown,Sudan,Sahara Desert crossing,15.6424713,32.3154026,2016.MMP00658,2016.MMP00658,Incident,,,,Unknown,"Omdurman, Sudan"
Northern Africa,2016,July,3,Mixed or unknown,Sudan,Sahara Desert crossing,21.9188333,31.0223665,2016.MMP00659,2016.MMP00659,Incident,,,,Unknown,"Sahara Desert between Atbara Sudan and Aswan, Egypt"
Northern Africa,2016,July,6,Mixed or unknown,Sudan,Sahara Desert crossing,21.89460211,32.91381424,2016.MMP00664,2016.MMP00664,Incident,,,,Unknown,"Sahara Desert between Abou Hammad, Sudan and Aswan, Egypt"
Northern Africa,2016,July,2,Mixed or unknown,Sudan,Sahara Desert crossing,17.7236685,33.8055978,2016.MMP00665,2016.MMP00665,Incident,,,,Unknown,"In the Sahara desert near to Atbara, Sudan. Other reports about 20 or 25km away from Adbara"
Northern Africa,2016,July,1,Vehicle accident / death linked to hazardous transport,Sudan,Sahara Desert crossing,18.008686,33.9948098,2016.MMP00678,2016.MMP00678,Incident,,,,Unknown,"Sahara Desert, near Berber, Sudan"
Northern Africa,2016,July,3,Mixed or unknown,Sudan,Sahara Desert crossing,17.6922271,33.9762492,2016.MMP00681,2016.MMP00681,Incident,,,,Unknown,"Atbara, Sudan"
Northern Africa,2016,July,4,Mixed or unknown,Sudan,Sahara Desert crossing,19.5252595,33.2973288,2016.MMP00686,2016.MMP00686,Incident,,,,Unknown,"Abu Hamad, Sudan"
Northern Africa,2016,July,3,Vehicle accident / death linked to hazardous transport,Sudan,Sahara Desert crossing,15.5015341,32.5025561,2016.MMP00691,2016.MMP00691,Incident,,,,Unknown,"Khartoum, Sudan"
Northern Africa,2016,July,2,Mixed or unknown,Sudan,Sahara Desert crossing,21.8072809,31.3065535,2016.MMP00699,2016.MMP00699,Incident,,,,Unknown,"Between Shimaliya and wadi halfa, Sudan in the desert"
Northern Africa,2016,July,1,Violence,Libya,Sahara Desert crossing,27.0663171,14.3336145,2016.MMP007287,2016.MMP007287,Incident,,,,Unknown,"Unspecified location, Libya"
Northern Africa,2016,July,3,"Harsh environmental conditions / lack of adequate shelter, food, water",Libya,Sahara Desert crossing,27.0663171,14.3336145,2016.MMP007288,2016.MMP007288,Incident,,,,Unknown,"Unspecified location, Libya"
Northern Africa,2016,July,1,Violence,Libya,Sahara Desert crossing,27.0663171,14.3336145,2016.MMP007289,2016.MMP007289,Incident,,,,Unknown,"Unspecified location, Libya"
Northern Africa,2016,July,1,Violence,Libya,Sahara Desert crossing,27.0663171,14.3336145,2016.MMP007290,2016.MMP007290,Incident,,,,Unknown,"Unspecified location, Libya"
Northern Africa,2016,July,1,Violence,Libya,Sahara Desert crossing,27.0663171,14.3336145,2016.MMP007291,2016.MMP007291,Incident,,,,Unknown,"Unspecified location, Libya"
Northern Africa,2016,July,3,Mixed or unknown,Libya,Sahara Desert crossing,27.0663171,14.3336145,2016.MMP007292,2016.MMP007292,Incident,,,,Unknown,"Unspecified location, Libya"
Northern Africa,2016,July,1,"Harsh environmental conditions / lack of adequate shelter, food, water",Libya,Sahara Desert crossing,27.0663171,14.3336145,2016.MMP007293,2016.MMP007293,Incident,,,,Unknown,"Unspecified location, Libya"
Northern Africa,2016,July,1,"Harsh environmental conditions / lack of adequate shelter, food, water",Libya,Sahara Desert crossing,27.0663171,14.3336145,2016.MMP007294,2016.MMP007294,Incident,,,,Unknown,"Unspecified location, Libya"
Northern Africa,2016,July,1,Violence,Libya,Sahara Desert crossing,27.0663171,14.3336145,2016.MMP007298,2016.MMP007298,Incident,,,,Unknown,"Unspecified location, Libya"
Northern Africa,2016,August,6,Mixed or unknown,Sudan,Sahara Desert crossing,19.5252595,33.2973288,2016.MMP007301,2016.MMP007301,Incident,,,,Unknown,"Abu Hamad, Sudan"
Northern Africa,2016,August,6,Mixed or unknown,Egypt,Sahara Desert crossing,23.459686,30.6654494,2016.MMP007302,2016.MMP007302,Incident,,,,Unknown,"In the desert near to Aswan, Egypt"
Northern Africa,2016,August,3,Mixed or unknown,Sudan,Sahara Desert crossing,19.5252595,33.2973288,2016.MMP007312,2016.MMP007312,Incident,,,,Unknown,"Abu Hamad, Sudan"
Northern Africa,2016,August,1,Mixed or unknown,Egypt,Sahara Desert crossing,23.285107,31.5204557,2016.MMP007333,2016.MMP007333,Incident,,,,Unknown,"Aswan, Egypt"
Northern Africa,2016,August,1,Mixed or unknown,Sudan,Sahara Desert crossing,17.1837833,34.6103947,2016.MMP007335,2016.MMP007335,Incident,,,,Unknown,"Al Hajer, Sudan"
Northern Africa,2016,August,2,Vehicle accident / death linked to hazardous transport,Sudan,Sahara Desert crossing,14.0316722,35.3417723,2016.MMP007339,2016.MMP007339,Incident,,,,Unknown,"Al Qadarif, Sudan"
Northern Africa,2016,August,2,Mixed or unknown,Sudan,Sahara Desert crossing,17.6922271,33.9762492,2016.MMP007340,2016.MMP007340,Incident,,,,Unknown,"Atbara, Sudan"
Northern Africa,2016,August,2,Mixed or unknown,Sudan,Sahara Desert crossing,19.4022552,27.9053789,2016.MMP007341,2016.MMP007341,Incident,,,,Unknown,"Shemaliya, Sudan"
Northern Africa,2016,August,2,Violence,Sudan,Sahara Desert crossing,17.1497548,34.7322561,2016.MMP007343,2016.MMP007343,Incident,,,,Unknown,"In Al Hajer captive camp, Sudan"
Northern Africa,2016,August,2,Mixed or unknown,Sudan,Sahara Desert crossing,20.4172887,32.5608682,2016.MMP007344,2016.MMP007344,Incident,,,,Unknown,"Desert near Abu Hamad, Sudan"
Northern Africa,2016,August,7,Mixed or unknown,Sudan,Sahara Desert crossing,18.008686,33.9948098,2016.MMP007353,2016.MMP007353,Incident,,,,Unknown,"Berber, Sudan"
Northern Africa,2016,August,3,Mixed or unknown,Egypt,Sahara Desert crossing,30.4080454,31.560531,2016.MMP007354,2016.MMP007354,Incident,,,,Unknown,"Near to abu Hamad, Egypt in the desert"
Northern Africa,2016,August,8,Mixed or unknown,Egypt,Sahara Desert crossing,23.459686,30.6654494,2016.MMP007355,2016.MMP007355,Incident,,,,Unknown,"In the desert near Aswan, Egypt"
Northern Africa,2016,August,2,Vehicle accident / death linked to hazardous transport,Sudan,Sahara Desert crossing,17.6922271,33.9762492,2016.MMP007357,2016.MMP007357,Incident,,,,Unknown,"Atbara, Sudan"
Northern Africa,2016,August,1,Mixed or unknown,Sudan,Sahara Desert crossing,14.0316722,35.3417723,2016.MMP007358,2016.MMP007358,Incident,,,,Unknown,"Al Qadarif, Sudan"
Northern Africa,2016,August,2,Mixed or unknown,Egypt,Sahara Desert crossing,23.285107,31.5204557,2016.MMP007359,2016.MMP007359,Incident,,,,Unknown,"Aswan, Egypt"
Northern Africa,2016,August,2,"Harsh environmental conditions / lack of adequate shelter, food, water",Sudan,Sahara Desert crossing,19.4022552,27.9053789,2016.MMP007389,2016.MMP007389,Incident,,,,Unknown,"Desert, Shimaliya Province, Sudan"
Northern Africa,2016,August,3,Violence,Libya,Sahara Desert crossing,27.0663171,14.3336145,2016.MMP007393,2016.MMP007393,Incident,,,,Unknown,"Unspecified location, Libya"
Northern Africa,2016,August,1,Mixed or unknown,Libya,Sahara Desert crossing,27.0663171,14.3336145,2016.MMP007394,2016.MMP007394,Incident,,,,Unknown,"Unspecified location, Libya"
Northern Africa,2016,August,5,Violence,Libya,Sahara Desert crossing,27.0663171,14.3336145,2016.MMP007395,2016.MMP007395,Incident,,,,Unknown,"Unspecified location, Libya"
Northern Africa,2016,August,1,Violence,Libya,Sahara Desert crossing,27.0663171,14.3336145,2016.MMP007397,2016.MMP007397,Incident,,,,Unknown,"Unspecified location, Libya"
Northern Africa,2016,August,10,Mixed or unknown,Libya,Sahara Desert crossing,26.76751501,15.38262788,2016.MMP007401,2016.MMP007401,Incident,,,,Unknown,"Unspecified location, Libya"
Northern Africa,2016,September,2,Vehicle accident / death linked to hazardous transport,Sudan,Sahara Desert crossing,19.4022552,27.9053789,2016.MMP007409,2016.MMP007409,Incident,,,,Unknown,"Shimaliya Province, Sudan"
Northern Africa,2016,September,1,Mixed or unknown,Egypt,Sahara Desert crossing,23.459686,30.6654494,2016.MMP007424,2016.MMP007424,Incident,,,,Unknown,"Desert near to Aswan, Egypt"
Northern Africa,2016,September,1,Mixed or unknown,Egypt,Sahara Desert crossing,30.5433725,31.5777529,2016.MMP007425,2016.MMP007425,Incident,,,,Unknown,"Desert near Abou Hammad, Egypt"
Northern Africa,2016,September,2,Sickness / lack of access to adequate healthcare,Sudan,Sahara Desert crossing,15.5015341,32.5025561,2016.MMP007446,2016.MMP007446,Incident,,,,Unknown,"Khartoum, Sudan"
Northern Africa,2016,September,2,Vehicle accident / death linked to hazardous transport,Sudan,Sahara Desert crossing,14.0316722,35.3417723,2016.MMP007447,2016.MMP007447,Incident,,,,Unknown,"Al Qadarif, Sudan"
Northern Africa,2016,September,1,Violence,Sudan,Sahara Desert crossing,15.4558144,36.3787571,2016.MMP007448,2016.MMP007448,Incident,,,,Unknown,"Kessala, Sudan"
Northern Africa,2016,September,2,Mixed or unknown,Egypt,Sahara Desert crossing,24.138269,33.026759,2016.MMP007449,2016.MMP007449,Incident,,,,Unknown,"Small mountain cave near to Aswan, Egypt"
Northern Africa,2016,September,1,Mixed or unknown,Sudan,Sahara Desert crossing,17.6922271,33.9762492,2016.MMP007450,2016.MMP007450,Incident,,,,Unknown,"Atbara, Sudan"
Northern Africa,2016,September,2,Vehicle accident / death linked to hazardous transport,Sudan,Sahara Desert crossing,14.0316722,35.3417723,2016.MMP007459,2016.MMP007459,Incident,,,,Unknown,"Al Qadarif, Sudan"
Northern Africa,2016,September,3,Mixed or unknown,Egypt,Sahara Desert crossing,29.5001532,33.9979088,2016.MMP007460,2016.MMP007460,Incident,,,,Unknown,"In north Sinai Desert, Egypt"
Northern Africa,2016,September,7,"Harsh environmental conditions / lack of adequate shelter, food, water",Sudan,Sahara Desert crossing,19.4022552,27.9053789,2016.MMP007462,2016.MMP007462,Incident,,,,Unknown,"Shimaliya Province, Sudan"
Northern Africa,2016,September,1,Sickness / lack of access to adequate healthcare,Libya,Sahara Desert crossing,27.0663171,14.3336145,2016.MMP007486,2016.MMP007486,Incident,,,,Unknown,"Unspecified location, Libya"
Northern Africa,2016,September,1,Violence,Libya,Sahara Desert crossing,27.0663171,14.3336145,2016.MMP007488,2016.MMP007488,Incident,,,,Unknown,"Unspecified location, Libya"
Northern Africa,2016,September,5,Vehicle accident / death linked to hazardous transport,Libya,Sahara Desert crossing,32.45167966,14.59161225,2016.MMP007490,2016.MMP007490,Incident,,,,Unknown,"Sahara Desert, between Misurata and Subratah, Libya"
Northern Africa,2016,September,1,Mixed or unknown,Libya,Sahara Desert crossing,27.10446257,14.82397299,2016.MMP007491,2016.MMP007491,Incident,,,,Unknown,"Sabha, Libya"
Northern Africa,2016,October,1,Sickness / lack of access to adequate healthcare,Sudan,Sahara Desert crossing,13.627617,25.3105269,2016.MMP007500,2016.MMP007500,Incident,,,,Unknown,"Al Fashir, Sudan"
Northern Africa,2016,October,30,Vehicle accident / death linked to hazardous transport,Sudan,Sahara Desert crossing,12.0521564,24.8744624,2016.MMP007515,2016.MMP007515,Incident,,,,Unknown,"Nyali, Sudan"
Northern Africa,2016,October,2,Sickness / lack of access to adequate healthcare,Sudan,Sahara Desert crossing,12.9666496,36.1113941,2016.MMP007520,2016.MMP007520,Incident,,,,Unknown,"Gallabat, Sudan"
Northern Africa,2016,October,2,Mixed or unknown,Sudan,Sahara Desert crossing,17.5839735,33.950157,2016.MMP007521,2016.MMP007521,Incident,,,,Unknown,"Al Damar, Sudan"
Northern Africa,2016,October,1,Mixed or unknown,Sudan,Sahara Desert crossing,19.5252595,33.2973288,2016.MMP007535,2016.MMP007535,Incident,,,,Unknown,"Abu Hamad, Sudan"
Northern Africa,2016,October,1,Mixed or unknown,Egypt,Sahara Desert crossing,24.138269,33.026759,2016.MMP007536,2016.MMP007536,Incident,,,,Unknown,"Sahara desert near to Aswan, Egypt"
